kimg	g_loss	d_loss	real_sign_proxy	fake_sign_proxy	ada_p
337	1.87626571	0.663831155	0.843586361	0.902642894	0.295941489
338	1.87970303	0.659694787	0.843747182	0.901273986	0.297342829
339	1.88470442	0.655102726	0.843909412	0.899893085	0.298736094
340	1.89065027	0.651975682	0.84398494	0.899250191	0.300014985
341	1.90163836	0.650585423	0.843790938	0.900615989	0.301130365
342	1.918851	0.649603332	0.843332748	0.903696031	0.302156035
343	1.93675666	0.648674392	0.842818473	0.906803058	0.303167411
344	1.94982237	0.647443927	0.842456251	0.90824957	0.304239901
345	1.95849265	0.64519897	0.842293387	0.908233181	0.305422247
346	1.96635741	0.642179707	0.842186492	0.908183903	0.306669848
347	1.97208478	0.63951981	0.842069006	0.908105635	0.307918475
348	1.97434151	0.638353112	0.841874402	0.908001848	0.309103904
349	1.95939566	0.642602368	0.841048594	0.90746095	0.310197051
350	1.92569426	0.652184381	0.839535084	0.90639791	0.311239199
351	1.89169759	0.661850345	0.838074144	0.905355129	0.312269889
352	1.87587005	0.666350445	0.837406212	0.904875142	0.313328654
353	1.88403389	0.662232442	0.837572064	0.905475694	0.314432661
354	1.90245237	0.65294412	0.838018805	0.906925357	0.315559584
355	1.92103223	0.643574421	0.83865141	0.908627226	0.31669098
356	1.92968229	0.63921225	0.839375	0.909984357	0.317808408
357	1.92119653	0.640977988	0.840675504	0.911017301	0.318894461
358	1.90205696	0.645285803	0.842610281	0.912032932	0.319962648
359	1.88274971	0.650445082	0.8443736	0.912809451	0.321041548
360	1.873761	0.654765972	0.845159545	0.913124912	0.322159739
361	1.87380411	0.658397503	0.844748924	0.911531346	0.323349197
362	1.87394125	0.662123623	0.843822535	0.907937964	0.324590129
363	1.87416491	0.665039774	0.842888029	0.904313099	0.32583187
364	1.87447021	0.666240946	0.84245296	0.902625502	0.327023755
365	1.87642417	0.6647294	0.842756696	0.902836018	0.32814952
366	1.88097921	0.661051791	0.843441853	0.90337175	0.329239267
367	1.88703778	0.656666298	0.844133014	0.904062925	0.330309577
368	1.89350184	0.653031222	0.844454791	0.904740207	0.331377029
369	1.90269822	0.650038815	0.844062608	0.905528129	0.332436435
370	1.9149249	0.646996751	0.843178093	0.906478151	0.333481834
